sk_hassassin_health, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0
sk_headcrab_health, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0
sk_headcrab_dmg_bite, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
sk_hgrunt_health, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_hgrunt_kick, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
sk_hgrunt_pellets, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_hgrunt_gspeed, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0
sk_houndeye_health, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0 , 220.0
sk_houndeye_dmg_blast, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
sk_islave_health, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0, 270.0
sk_islave_dmg_claw, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_islave_dmg_clawrake, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_islave_dmg_zap, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
sk_ichthyosaur_health, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0
sk_ichthyosaur_shake, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0
sk_leech_health, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_leech_dmg_bite, 10.0, 10.0, 10.0, 10.0, 5.0, 10.0, 10.0, 10.0
sk_controller_health, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_controller_dmgzap, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
sk_controller_speedball,1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0
sk_controller_dmgball, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
sk_nihilanth_health, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0
sk_nihilanth_zap, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_scientist_health, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_snark_health, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0
sk_snark_dmg_bite, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0
sk_snark_dmg_pop, 15.0 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
sk_zombie_health, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_zombie_dmg_one_slash, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0 
sk_zombie_dmg_both_slash, 38.0, 20.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0
sk_turret_health, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0
sk_miniturret_health, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_sentry_health, 295.0, 295.0, 295.0, 295.0, 295.0, 295.0, 295.0, 295.0 
sk_plr_crowbar, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
sk_plr_9mm_bullet, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0
sk_plr_357_bullet, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0
sk_plr_9mmAR_bullet, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0
sk_plr_9mmAR_grenade, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
sk_plr_buckshot, 90.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_plr_xbow_bolt_monster, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
sk_plr_rpg, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
sk_plr_gauss, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0
sk_plr_egon_narrow, 10.0, 7.5, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0
sk_plr_egon_wide, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0
sk_plr_hand_grenade, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_plr_satchel, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
sk_plr_tripmine, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0
sk_12mm_bullet, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_9mmAR_bullet, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0
sk_9mm_bullet, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_hornet_dmg, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
sk_suitcharger, 200.0, 200.0, 200.0, 200.0, 200.0, 0.0, 0.0, 0.0
sk_battery, 10.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0
sk_healthcharger, 999999.0, 999999.0, 999999.0, 999999.0, 999999.0, 999999.0, 999999.0, 999999.0
sk_healthkit, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 0.0, 0.0
sk_scientist_heal, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, -1.0, -1.0
sk_monster_head, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0
sk_monster_chest, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_monster_stomach, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_monster_arm, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_monster_leg, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_player_head, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_player_chest, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_player_stomach, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_player_arm, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_player_leg, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
sk_grunt_buckshot, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0
sk_babygargantua_health, 800.0, 800.0, 800.0, 800.0, 800.0, 800.0, 800.0, 800.0
sk_babygargantua_dmg_slash, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
sk_babygargantua_dmg_fire, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0
sk_babygargantua_dmg_stomp, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0
sk_hwgrunt_health, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0
sk_hwgrunt_minipellets, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0
sk_rgrunt_explode, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0 , 400.0
sk_massassin_sniper, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_otis_health, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0
sk_otis_bullet, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
sk_zombie_barney_health, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0
sk_zombie_barney_dmg_one_slash, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
sk_zombie_barney_dmg_both_slash, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
sk_zombie_soldier_health, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_zombie_soldier_dmg_one_slash, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
sk_zombie_soldier_dmg_both_slash, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
sk_gonome_health, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_gonome_dmg_one_slash, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_gonome_dmg_guts, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
sk_gonome_dmg_one_bite, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
sk_pitdrone_health, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0
sk_pitdrone_dmg_bite, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
sk_pitdrone_dmg_whip, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
sk_pitdrone_dmg_spit, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_shocktrooper_health, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0
sk_shocktrooper_kick, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
sk_shocktrooper_maxcharge, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
sk_tor_health, 730.0, 730.0, 730.0, 730.0, 730.0, 730.0, 730.0, 730.0
sk_tor_punch, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0
sk_tor_energybeam, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sk_tor_sonicblast, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
sk_voltigore_health, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_voltigore_dmg_punch, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
sk_voltigore_dmg_beam, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
sk_voltigore_dmg_explode, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0
sk_tentacle, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
sk_blkopsosprey, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0
sk_osprey, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0
sk_stukabat, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_sqknest_health, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_kingpin_health, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0
sk_kingpin_lightning, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0
sk_kingpin_tele_blast, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0
sk_kingpin_plasma_blast, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_kingpin_melee, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
sk_kingpin_telefrag, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0
sk_plr_HpMedic, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
sk_plr_wrench, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0
sk_plr_grapple, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
sk_plr_uzi, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0
sk_556_bullet, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0
sk_plr_secondarygauss, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0, 240.0
sk_hornet_pdmg, 120.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_plr_762_bullet, 155.0, 155.0, 155.0, 155.0, 155.0, 155.0, 155.0, 155.0
sk_plr_spore, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0
sk_plr_shockrifle, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0
sk_plr_shockrifle_beam, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0
sk_shockroach_dmg_xpl_touch, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
sk_shockroach_dmg_xpl_splash, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0
sk_plr_displacer_other, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_plr_displacer_radius, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
